15012016                              Saída dinâmica de lista                                      1
------------------------------------------------------------------------------------------------------
15012016                          Fiscal - Cálculo Parcela Dedutível                             1
------------------------------------------------------------------------------------------------------
Fiscal - Cálculo Parcela Dedutível
------------------------------------------------------------------------------------------------------
| Material|Quantidade básica|UMB|Componente|TMat|Qtd|           Qtd|UM |O|   por| Prçstandard|Moeda|
| Y2300229|       1000.000 |UN |Y2279280  |ZRAW|   |     1000.000 |UN |1|    1 |       10.24 |     |
| Y2300229|       1000.000 |UN |Y2279292  |ZRAW|   |     1000.000 |UN |1|    1 |       10.24 |     |
| Y2300218|       1000.000 |UN |Y2279277  |ZRAW|   |     1000.000 |UN |1|    1 |       10.24 |     |
| Y2300218|       1000.000 |UN |Y2279278  |ZRAW|   |     1000.000 |UN |1|    1 |       10.24 |     |
| Y2300218|       1000.000 |UN |Y2279293  |ZRAW|   |     1000.000 |UN |1|    1 |       10.79 |     |
| Y2300218|       1000.000 |UN |Y2307481  |ZRAW|   |     1000.000 |UN |1|1000 |      100.00 |     |
| Y2300218|       1000.000 |UN |Y4209237  |ZFIN|   |     1000.000 |UN |0|1000 |       79.64 |     |
| Y2300218|       1000.000 |UN |Y2279291  |ZRAW|   |     1000.000 |UN |1|    1 |       10.79 |     |
| Y2300218|       1000.000 |UN |Y2279280  |ZRAW|   |     1000.000 |UN |1|    1 |       10.24 |     |
| Y2300218|       1000.000 |UN |Y2279292  |ZRAW|   |     1000.000 |UN |1|    1 |       10.24 |     |
| Y2300260|       1000.000 |UN |Y2279282  |ZRAW|   |     1000.000 |UN |1|    1 |       13.20 |     |
| Y2300260|       1000.000 |UN |Y2279287  |ZRAW|   |     1000.000 |UN |1|    1 |       12.38 |     |
| Y2300260|       1000.000 |UN |Y2279298  |ZRAW|   |     1000.000 |UN |1|    1 |        3.93 |     |
| Y2300260|       1000.000 |UN |Y2279288  |ZRAW|   |     1000.000 |UN |1|    1 |       13.20 |     |
| Y2300260|       1000.000 |UN |Y2279284  |ZRAW|   |     1000.000 |UN |1|    1 |       13.20 |     |
| Y2300260|       1000.000 |UN |Y2279286  |ZRAW|   |     1000.000 |UN |1|    1 |       13.20 |     |
| Y2300260|       1000.000 |UN |Y2279285  |ZRAW|   |     1000.000 |UN |1|    1 |       12.51 |     |
| Y2300248|       1000.000 |UN |Y2279282  |ZRAW|   |     1000.000 |UN |1|    1 |       13.20 |     |
| Y2300248|       1000.000 |UN |Y2279287  |ZRAW|   |     1000.000 |UN |1|    1 |       12.38 |     |
| Y2300248|       1000.000 |UN |Y2279298  |ZRAW|   |     1000.000 |UN |1|    1 |        3.93 |     |
| Y2300248|       1000.000 |UN |Y2279288  |ZRAW|   |     1000.000 |UN |1|    1 |       13.20 |     |
| Y2300248|       1000.000 |UN |Y2279284  |ZRAW|   |     1000.000 |UN |1|    1 |       13.20 |     |
| Y2300248|       1000.000 |UN |Y2279286  |ZRAW|   |     1000.000 |UN |1|    1 |       13.20 |     |
| Y2300248|       1000.000 |UN |Y2279285  |ZRAW|   |     1000.000 |UN |1|    1 |       12.51 |     |
| Y2300236|       1000.000 |UN |Y2279282  |ZRAW|   |     1000.000 |UN |1|    1 |       13.20 |     |
| Y2300236|       1000.000 |UN |Y2279287  |ZRAW|   |     1000.000 |UN |1|    1 |       12.38 |     |
| Y2300236|       1000.000 |UN |Y2279298  |ZRAW|   |     1000.000 |UN |1|    1 |        3.93 |     |
| Y2300236|       1000.000 |UN |Y2279288  |ZRAW|   |     1000.000 |UN |1|    1 |       13.20 |     |
| Y2300236|       1000.000 |UN |Y2279284  |ZRAW|   |     1000.000 |UN |1|    1 |       13.20 |     |
| Y2300236|       1000.000 |UN |Y2279286  |ZRAW|   |     1000.000 |UN |1|    1 |       13.20 |     |
| Y2300236|       1000.000 |UN |Y2279285  |ZRAW|   |     1000.000 |UN |1|    1 |       12.51 |     |
| Y2300447|       1000.000 |UN |Y2279575  |ZRAW|   |        14.000 |M  |1|    1 |        2.37 |     |
| Y2300447|       1000.000 |UN |Y2279578  |ZRAW|   |        14.000 |M  |1|1000 |      169.29 |     |
| Y2300447|       1000.000 |UN |Y2279577  |ZRAW|   |        14.000 |M  |1|1000 |    2380.01 |     |
| Y2300447|       1000.000 |UN |Y2279580  |ZRAW|   |        14.000 |M  |1|    1 |        2.43 |     |
| Y2300447|       1000.000 |UN |Y2304705  |ZRAW|   |        14.000 |M  |1|    1 |        5.53 |     |
| Y2300447|       1000.000 |UN |Y2304717  |ZRAW|   |        14.000 |M  |1|    1 |        2.37 |     |
| Y2300447|       1000.000 |UN |Y2304704  |ZRAW|   |        14.000 |M  |1|    1 |        8.08 |     |
| Y2300447|       1000.000 |UN |Y2304714  |ZRAW|   |        14.000 |M  |1|    1 |        2.57 |     |
| Y2300447|       1000.000 |UN |Y2304707  |ZRAW|   |        14.000 |M  |1|    1 |      252.33 |     |
| Y2300447|       1000.000 |UN |Y2304703  |ZRAW|   |        14.000 |M  |1|    1 |       15.18 |     |
| Y2300447|       1000.000 |UN |Y2304715  |ZRAW|   |        14.000 |M  |1|    1 |        2.43 |     |
| Y2300447|       1000.000 |UN |Y2304716  |ZRAW|   |        14.000 |M  |1|    1 |        2.44 |     |
| Y2300447|       1000.000 |UN |Y2279262  |ZRAW|   |        14.000 |M  |0|    1 |        8.64 |     |
| Y2295350|       1000.000 |UN |Y2279575  |ZRAW|   |        46.000 |M  |1|    1 |        2.37 |     |
| Y2295350|       1000.000 |UN |Y2279578  |ZRAW|   |        46.000 |M  |1|1000 |      169.29 |     |
| Y2295350|       1000.000 |UN |Y2279577  |ZRAW|   |        46.000 |M  |1|1000 |    2380.01 |     |
| Y2295350|       1000.000 |UN |Y2279580  |ZRAW|   |        46.000 |M  |1|    1 |        2.43 |     |
| Y2295350|       1000.000 |UN |Y2304705  |ZRAW|   |        46.000 |M  |1|    1 |        5.53 |     |
| Y2295350|       1000.000 |UN |Y2304717  |ZRAW|   |        46.000 |M  |1|    1 |        2.37 |     |
| Y2295350|       1000.000 |UN |Y2304704  |ZRAW|   |        46.000 |M  |1|    1 |        8.08 |     |
| Y2295350|       1000.000 |UN |Y2304714  |ZRAW|   |        46.000 |M  |1|    1 |        2.57 |     |
| Y2295350|       1000.000 |UN |Y2304707  |ZRAW|   |        46.000 |M  |1|    1 |      252.33 |     |
| Y2295350|       1000.000 |UN |Y2304703  |ZRAW|   |        46.000 |M  |1|    1 |       15.18 |     |
| Y2295350|       1000.000 |UN |Y2304715  |ZRAW|   |        46.000 |M  |1|    1 |        2.43 |     |
| Y2295350|       1000.000 |UN |Y2304716  |ZRAW|   |        46.000 |M  |1|    1 |        2.44 |     |
| Y2295350|       1000.000 |UN |Y2279262  |ZRAW|   |        46.000 |M  |0|    1 |        8.64 |     |
| Y2295298|       1000.000 |UN |Y2304709  |ZRAW|   |        61.000 |M  |1|    1 |        4.58 |     |
| Y2295298|       1000.000 |UN |Y2279580  |ZRAW|   |    61000.000 |M  |1|    1 |        2.43 |     |
| Y2295298|       1000.000 |UN |Y2304705  |ZRAW|   |        61.000 |M  |1|    1 |        5.53 |     |
| Y2295298|       1000.000 |UN |Y2306028  |ZRAW|   |        61.000 |M  |0|    1 |        5.95 |     |
| Y2295298|       1000.000 |UN |Y2304704  |ZRAW|   |        61.000 |M  |1|    1 |        8.08 |     |
| Y2295298|       1000.000 |UN |Y2304708  |ZRAW|   |        61.000 |M  |1|    1 |       14.82 |     |
| Y2295298|       1000.000 |UN |Y2304714  |ZRAW|   |        61.000 |M  |1|    1 |        2.57 |     |
| Y2295298|       1000.000 |UN |Y2304707  |ZRAW|   |        61.000 |M  |1|    1 |      252.33 |     |
| Y2295298|       1000.000 |UN |Y2304703  |ZRAW|   |       153.000 |M  |1|    1 |       15.18 |     |
| Y2295298|       1000.000 |UN |Y2304703  |ZRAW|   |        61.000 |M  |1|    1 |       15.18 |     |
| Y2295298|       1000.000 |UN |Y2304706  |ZRAW|   |        61.000 |M  |1|    1 |        8.54 |     |
| Y2295298|       1000.000 |UN |Y2304715  |ZRAW|   |        61.000 |M  |1|    1 |        2.43 |     |
| Y2295298|       1000.000 |UN |Y2279262  |ZRAW|   |        61.000 |M  |0|    1 |        8.64 |     |
| Y2300208|       1000.000 |UN |Y2279297  |ZRAW|   |     1000.000 |UN |1|  100 |       68.25 |     |
| Y2304126|       1000.000 |UN |Y3703593  |ZRAW|   |         8.833 |M  |0|  100 |       22.75 |     |
| Y2304126|       1000.000 |UN |Y3703593  |ZRAW|X  |        28.000 |M  |0|  100 |       22.75 |     |
| Y2304126|       1000.000 |UN |Y2277982  |HALB|   |         8.833 |M  |0|1000 |      430.00 |     |
| Y2304126|       1000.000 |UN |Y2277982  |HALB|X  |        28.000 |M  |0|1000 |      430.00 |     |
| Y3278376|       1000.000 |UN |Y2278590  |HALB|X  |        45.000 |M  |0|1000 |      173.82 |     |
| Y3278376|       1000.000 |UN |Y2278590  |HALB|   |       152.400 |M  |0|1000 |      173.82 |     |
| Y2292320|       1000.000 |UN |Y2278520  |HALB|X  |        28.000 |M  |0|1000 |      582.22 |     |
| Y2292320|       1000.000 |UN |Y2278520  |HALB|   |        62.667 |M  |0|1000 |      582.22 |     |
| Y2292320|       1000.000 |UN |Y2278531  |HALB|X  |        28.000 |M  |0|1000 |      741.52 |     |
| Y2292320|       1000.000 |UN |Y2278531  |HALB|   |        62.667 |M  |0|1000 |      741.52 |     |
| Y2292321|       1000.000 |UN |Y2278537  |HALB|X  |        28.000 |M  |0|1000 |      543.08 |     |
| Y2292321|       1000.000 |UN |Y2278537  |HALB|   |       152.000 |M  |0|1000 |      543.08 |     |
| Y2292321|       1000.000 |UN |Y2278531  |HALB|X  |        28.000 |M  |0|1000 |      741.52 |     |
| Y2292321|       1000.000 |UN |Y2278531  |HALB|   |       152.000 |M  |0|1000 |      741.52 |     |
| Y3077472|       1000.000 |UN |Y2305571  |HALB|X  |       140.000 |M  |0|1000 |      853.75 |     |
| Y3077472|       1000.000 |UN |Y2305571  |HALB|   |        71.438 |M  |0|1000 |      853.75 |     |
| Y3090085|       1000.000 |UN |Y2305571  |HALB|X  |       140.000 |M  |0|1000 |      853.75 |     |
| Y3090085|       1000.000 |UN |Y2305571  |HALB|   |        71.438 |M  |0|1000 |      853.75 |     |
| Y3100800|       1000.000 |UN |Y2305571  |HALB|X  |       140.000 |M  |0|1000 |      853.75 |     |
| Y3100800|       1000.000 |UN |Y2305571  |HALB|   |        71.438 |M  |0|1000 |      853.75 |     |
| Y3100797|       1000.000 |UN |Y2305571  |HALB|X  |       140.000 |M  |0|1000 |      853.75 |     |
| Y3100797|       1000.000 |UN |Y2305571  |HALB|   |        71.438 |M  |0|1000 |      853.75 |     |
| Y3100801|       1000.000 |UN |Y2305571  |HALB|X  |       140.000 |M  |0|1000 |      853.75 |     |
| Y3100801|       1000.000 |UN |Y2305571  |HALB|   |        71.438 |M  |0|1000 |      853.75 |     |
| Y3100844|       1000.000 |UN |Y2305571  |HALB|X  |       140.000 |M  |0|1000 |      853.75 |     |
| Y3100844|       1000.000 |UN |Y2305571  |HALB|   |        71.438 |M  |0|1000 |      853.75 |     |
| Y3915948|       1000.000 |UN |Y3794481  |HALB|X  |        45.000 |M  |0|1000 |      150.00 |     |
| Y3915948|       1000.000 |UN |Y3794481  |HALB|   |       153.980 |M  |0|1000 |      150.00 |     |
| Y3916425|       1000.000 |UN |Y2278510  |HALB|X  |        65.000 |M  |0|1000 |      157.94 |     |
| Y3916425|       1000.000 |UN |Y2278510  |HALB|   |        73.025 |M  |0|1000 |      157.94 |     |
| Y3916594|       1000.000 |UN |Y2278238  |HALB|X  |        30.000 |M  |0|    1 |        2.05 |     |
| Y3916594|       1000.000 |UN |Y2278238  |HALB|   |        30.603 |M  |0|    1 |        2.05 |     |
| Y3906566|       1000.000 |UN |Y2279094  |HALB|X  |       105.000 |M  |0|1000 |      421.98 |     |
| Y3906566|       1000.000 |UN |Y2279094  |HALB|   |       219.075 |M  |0|1000 |      421.98 |     |
| Y3119610|       1000.000 |UN |Y2297326  |ZFIN|   |        91.810 |M  |0|    1 |       20.18 |     |
| Y3119610|       1000.000 |UN |Y2278365  |HALB|X  |        60.000 |M  |0|1000 |      610.06 |     |
| Y3119610|       1000.000 |UN |Y2278365  |HALB|   |        91.810 |M  |0|1000 |      610.06 |     |
| Y3119753|       1000.000 |UN |Y2278088  |HALB|X  |        32.000 |M  |0|1000 |      544.51 |     |
| Y3119753|       1000.000 |UN |Y2278088  |HALB|   |        28.333 |M  |0|1000 |      544.51 |     |
| Y3119753|       1000.000 |UN |Y2278331  |HALB|X  |        32.000 |M  |0|    1 |        2.67 |     |
| Y3119753|       1000.000 |UN |Y2278331  |HALB|   |        28.333 |M  |0|    1 |        2.67 |     |
| Y3119753|       1000.000 |UN |Y2297355  |ZFIN|   |        28.333 |M  |0|    1 |       28.22 |     |
| Y3119611|       1000.000 |UN |Y2278629  |HALB|X  |        28.000 |M  |0|1000 |      341.87 |     |
| Y3119611|       1000.000 |UN |Y2278629  |HALB|   |       361.500 |M  |0|1000 |      341.87 |     |
| Y3119611|       1000.000 |UN |Y2278531  |HALB|X  |        28.000 |M  |0|1000 |      741.52 |     |
| Y3119611|       1000.000 |UN |Y2278531  |HALB|   |       361.500 |M  |0|1000 |      741.52 |     |
| Y3119755|       1000.000 |UN |Y2278537  |HALB|X  |        28.000 |M  |0|1000 |      543.08 |     |
| Y3119755|       1000.000 |UN |Y2278537  |HALB|   |       152.000 |M  |0|1000 |      543.08 |     |
| Y3119755|       1000.000 |UN |Y2278531  |HALB|X  |        28.000 |M  |0|1000 |      741.52 |     |
| Y3119755|       1000.000 |UN |Y2278531  |HALB|   |       152.000 |M  |0|1000 |      741.52 |     |
| Y3119759|       1000.000 |UN |Y2278520  |HALB|X  |        28.000 |M  |0|1000 |      582.22 |     |
| Y3119759|       1000.000 |UN |Y2278520  |HALB|   |        62.667 |M  |0|1000 |      582.22 |     |
| Y3119759|       1000.000 |UN |Y2278531  |HALB|X  |        28.000 |M  |0|1000 |      741.52 |     |
| Y3119759|       1000.000 |UN |Y2278531  |HALB|   |        62.667 |M  |0|1000 |      741.52 |     |
| Y3119846|       1000.000 |UN |Y2278558  |HALB|X  |        28.000 |M  |0|1000 |      533.30 |     |
| Y3119846|       1000.000 |UN |Y2278558  |HALB|   |        48.250 |M  |0|1000 |      533.30 |     |
| Y3119846|       1000.000 |UN |Y2278531  |HALB|X  |        28.000 |M  |0|1000 |      741.52 |     |
| Y3119846|       1000.000 |UN |Y2278531  |HALB|   |        48.250 |M  |0|1000 |      741.52 |     |
| Y3119761|       1000.000 |UN |Y2278520  |HALB|X  |        28.000 |M  |0|1000 |      582.22 |     |
| Y3119761|       1000.000 |UN |Y2278520  |HALB|   |        62.667 |M  |0|1000 |      582.22 |     |
| Y3119761|       1000.000 |UN |Y2278531  |HALB|X  |        28.000 |M  |0|1000 |      741.52 |     |
| Y3119761|       1000.000 |UN |Y2278531  |HALB|   |        62.667 |M  |0|1000 |      741.52 |     |
| Y3119964|       1000.000 |UN |Y2278599  |HALB|X  |        28.000 |M  |0|1000 |      452.57 |     |
| Y3119964|       1000.000 |UN |Y2278599  |HALB|   |        55.750 |M  |0|1000 |      452.57 |     |
| Y3119964|       1000.000 |UN |Y2278531  |HALB|X  |        28.000 |M  |0|1000 |      741.52 |     |
| Y3119964|       1000.000 |UN |Y2278531  |HALB|   |        55.750 |M  |0|1000 |      741.52 |     |
| Y3120146|       1000.000 |UN |Y2278558  |HALB|X  |        28.000 |M  |0|1000 |      533.30 |     |
| Y3120146|       1000.000 |UN |Y2278558  |HALB|   |        65.750 |M  |0|1000 |      533.30 |     |
| Y3120146|       1000.000 |UN |Y2278531  |HALB|X  |        28.000 |M  |0|1000 |      741.52 |     |
| Y3120146|       1000.000 |UN |Y2278531  |HALB|   |        65.750 |M  |0|1000 |      741.52 |     |
| Y3120192|       1000.000 |UN |Y2278510  |HALB|X  |        45.000 |M  |0|1000 |      157.94 |     |
| Y3120192|       1000.000 |UN |Y2278510  |HALB|   |        53.340 |M  |0|1000 |      157.94 |     |
| Y3120103|       1000.000 |UN |Y2303599  |HALB|X  |        28.000 |M  |0|1000 |      304.11 |     |
| Y3120103|       1000.000 |UN |Y2303599  |HALB|   |        97.333 |M  |0|1000 |      304.11 |     |
| Y3122956|       1000.000 |UN |Y2278227  |HALB|X  |        65.000 |M  |0|1000 |      802.71 |     |
| Y3122956|       1000.000 |UN |Y2278227  |HALB|   |        16.500 |M  |0|1000 |      802.71 |     |
| Y3122956|       1000.000 |UN |Y2297326  |ZFIN|   |        16.500 |M  |0|    1 |       20.18 |     |
| Y3122984|       1000.000 |UN |Y2278263  |HALB|X  |        65.000 |M  |0|1000 |      642.17 |     |
| Y3122984|       1000.000 |UN |Y2278263  |HALB|   |        21.500 |M  |0|1000 |      642.17 |     |
| Y3122984|       1000.000 |UN |Y2297326  |ZFIN|   |        21.500 |M  |0|    1 |       20.18 |     |
| Y2289975|       1000.000 |UN |Y2297341  |ZFIN|   |        21.000 |M  |0|    1 |       20.86 |     |
| Y2289975|       1000.000 |UN |Y2303118  |ZFIN|   |        21.000 |M  |1|    1 |      144.86 |     |
| Y2289975|       1000.000 |UN |Y2306466  |ZFIN|   |        21.000 |M  |1|    1 |       37.12 |     |
| Y2289975|       1000.000 |UN |Y2288969  |HALB|   |     1000.000 |UN |0|    1 |        0.02 |     |
| Y2289975|       1000.000 |UN |Y2303221  |ZFIN|   |        21.000 |M  |1|    1 |       94.71 |     |
| Y2289976|       1000.000 |UN |Y2297341  |ZFIN|   |     1000.000 |UN |0|    1 |       20.86 |     |
| Y2289976|       1000.000 |UN |Y2303118  |ZFIN|   |     1000.000 |UN |1|    1 |      144.86 |     |
| Y2289976|       1000.000 |UN |Y2306466  |ZFIN|   |     1000.000 |UN |1|    1 |       37.12 |     |
| Y2289976|       1000.000 |UN |Y2288967  |HALB|   |     1000.000 |UN |0|    1 |        0.03 |     |
| Y2289976|       1000.000 |UN |Y2303221  |ZFIN|   |     1000.000 |UN |1|    1 |       94.71 |     |
| Y2304127|       1000.000 |UN |Y3703593  |ZRAW|   |         8.833 |M  |0|  100 |       22.75 |     |
| Y2304127|       1000.000 |UN |Y3703593  |ZRAW|X  |        28.000 |M  |0|  100 |       22.75 |     |
| Y2304127|       1000.000 |UN |Y2277982  |HALB|   |         8.833 |M  |0|1000 |      430.00 |     |
| Y2304127|       1000.000 |UN |Y2277982  |HALB|X  |        28.000 |M  |0|1000 |      430.00 |     |
| Y2292022|       1000.000 |UN |Y2303118  |ZFIN|   |     1000.000 |UN |1|    1 |      144.86 |     |
| Y2292022|       1000.000 |UN |Y2306466  |ZFIN|   |     1000.000 |UN |1|    1 |       37.12 |     |
| Y2292022|       1000.000 |UN |Y2290460  |HALB|   |     1000.000 |UN |0|1000 |       21.80 |     |
| Y2292022|       1000.000 |UN |Y2303221  |ZFIN|   |     1000.000 |UN |1|    1 |       94.71 |     |
| Y2292022|       1000.000 |UN |Y2297351  |ZFIN|   |     1000.000 |UN |0|    1 |       40.02 |     |
| Y2292023|       1000.000 |UN |Y2290445  |HALB|   |     1000.000 |UN |1|1000 |      127.93 |     |
| Y2292023|       1000.000 |UN |Y2297341  |ZFIN|   |       300.000 |M  |0|    1 |       20.86 |     |
| Y2292023|       1000.000 |UN |Y2303118  |ZFIN|   |       300.000 |M  |1|    1 |      144.86 |     |
| Y2292023|       1000.000 |UN |Y2306466  |ZFIN|   |       300.000 |M  |1|    1 |       37.12 |     |
| Y2292023|       1000.000 |UN |Y2303221  |ZFIN|   |       300.000 |M  |1|    1 |       94.71 |     |
| Y2306593|       1000.000 |UN |Y3193434  |ZRAW|   |     1000.000 |UN |1|    1 |        0.36 |     |
| Y2306593|       1000.000 |UN |Y3193437  |ZRAW|   |     1000.000 |UN |1|    1 |       10.79 |     |
| Y2306593|       1000.000 |UN |Y2307481  |ZRAW|   |     1000.000 |UN |1|1000 |      100.00 |     |
| Y2306593|       1000.000 |UN |Y3193439  |ZRAW|   |     1000.000 |UN |1|    1 |       10.24 |     |
| Y2306593|       1000.000 |UN |Y4209237  |ZFIN|   |     1000.000 |UN |0|1000 |       79.64 |     |
| Y2306593|       1000.000 |UN |Y3193435  |ZRAW|   |     1000.000 |UN |1|    1 |       10.79 |     |
| Y2306593|       1000.000 |UN |Y3193436  |ZRAW|   |     1000.000 |UN |1|    1 |       10.24 |     |
| Y2306593|       1000.000 |UN |Y3193438  |ZRAW|   |     1000.000 |UN |1|    1 |       10.79 |     |
| Y2306594|       1000.000 |UN |Y3193434  |ZRAW|   |     1000.000 |UN |1|    1 |        0.36 |     |
| Y2306594|       1000.000 |UN |Y3193437  |ZRAW|   |     1000.000 |UN |1|    1 |       10.79 |     |
| Y2306594|       1000.000 |UN |Y2307481  |ZRAW|   |     1000.000 |UN |1|1000 |      100.00 |     |
| Y2306594|       1000.000 |UN |Y3193439  |ZRAW|   |     1000.000 |UN |1|    1 |       10.24 |     |
| Y2306594|       1000.000 |UN |Y4209237  |ZFIN|   |     1000.000 |UN |0|1000 |       79.64 |     |
| Y2306594|       1000.000 |UN |Y3193435  |ZRAW|   |     1000.000 |UN |1|    1 |       10.79 |     |
| Y2306594|       1000.000 |UN |Y3193436  |ZRAW|   |     1000.000 |UN |1|    1 |       10.24 |     |
| Y2306594|       1000.000 |UN |Y3193438  |ZRAW|   |     1000.000 |UN |1|    1 |       10.79 |     |
| Y2279139|          55.000 |M  |Y2279138  |ZRAW|   |         6.317 |M  |0|    1 |       24.07 |     |
| Y2279147|          55.000 |M  |Y2279138  |ZRAW|   |         2.256 |M  |0|    1 |       24.07 |     |
| Y2279092|          55.000 |M  |Y2279055  |ZRAW|   |        14.438 |M  |0|    1 |        9.41 |     |
| Y2279120|          55.000 |M  |Y2279055  |ZRAW|   |         2.979 |M  |0|    1 |        9.41 |     |
| Y2278291|         244.000 |M  |Y2278290  |ZRAW|   |        48.000 |M  |0|  100 |       29.28 |     |
| Y2278307|         244.000 |M  |Y2278290  |ZRAW|   |        46.000 |M  |0|  100 |       29.28 |     |
| Y2278391|         244.000 |M  |Y2278290  |ZRAW|   |        32.000 |M  |0|  100 |       29.28 |     |
| Y2278403|         244.000 |M  |Y2278290  |ZRAW|   |        26.000 |M  |0|  100 |       29.28 |     |
| Y2278201|         488.000 |M  |Y2305505  |HALB|   |       416.000 |M  |0|1000 |      563.58 |     |
| Y2278202|         488.000 |M  |Y2305505  |HALB|   |       360.000 |M  |0|1000 |      563.58 |     |
| Y2278808|       1000.000 |M  |Y2278776  |ZRAW|   |       320.000 |M  |5|    1 |        2.20 |     |
| Y2278809|       1000.000 |M  |Y2278776  |ZRAW|   |       210.000 |M  |5|    1 |        2.20 |     |
| Y2278821|       1000.000 |M  |Y2278776  |ZRAW|   |       145.000 |M  |5|    1 |        2.20 |     |
| Y2278845|       1000.000 |M  |Y2278776  |ZRAW|   |       140.000 |M  |5|    1 |        2.20 |     |
| Y2278846|       1000.000 |M  |Y2278776  |ZRAW|   |       115.000 |M  |5|    1 |        2.20 |     |
| Y2278858|       1000.000 |M  |Y2278776  |ZRAW|   |       110.000 |M  |5|    1 |        2.20 |     |
| Y2278891|       1000.000 |M  |Y2278776  |ZRAW|   |        45.000 |M  |5|    1 |        2.20 |     |
